trade_id,symbol,date,entry_time,entry_price,exit_time,exit_price,exit_reason,profit_pct,profit_abs,hold_time_minutes,timeframe_minutes,green_threshold,take_profit_pct,trailing_stop_pct,json_file
13,VERB,2025-08-04,2025-08-04 12:52:00,21.625,2025-08-04 13:06:00-04:00,24.87,take_profit,15.005780346820814,3.245000000000001,14.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154935.json
14,VERB,2025-08-04,2025-08-04 13:08:00,24.65,2025-08-04 13:15:00-04:00,28.5,take_profit,15.618661257606497,3.8500000000000014,7.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154948.json
15,VERB,2025-08-04,2025-08-04 13:05:00,24.285,2025-08-04 13:15:00-04:00,28.5,take_profit,17.356392835083383,4.215,10.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154945.json
16,VERB,2025-08-04,2025-08-04 13:02:00,23.63,2025-08-04 13:12:00-04:00,27.53,take_profit,16.504443504020323,3.900000000000002,10.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154944.json
17,VERB,2025-08-04,2025-08-04 13:12:00,27.53,2025-08-04 15:08:00-04:00,23.17,trailing_stop,-15.83726843443516,-4.359999999999999,116.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154950.json
18,VERB,2025-08-04,2025-08-04 12:51:00,21.09,2025-08-04 13:05:00-04:00,24.285,take_profit,15.149359886201994,3.1950000000000003,14.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154933.json
19,VERB,2025-08-04,2025-08-04 12:49:00,19.96,2025-08-04 13:01:00-04:00,23.12,take_profit,15.831663326653306,3.16,12.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154931.json
20,VERB,2025-08-04,2025-08-04 12:54:00,22.15,2025-08-04 13:11:00-04:00,25.63,take_profit,15.711060948081268,3.4800000000000004,17.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154937.json
21,VERB,2025-08-04,2025-08-04 13:00:00,22.17,2025-08-04 13:11:00-04:00,25.63,take_profit,15.606675687866472,3.4599999999999973,11.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154941.json
22,VERB,2025-08-04,2025-08-04 12:57:00,22.25,2025-08-04 13:11:00-04:00,25.63,take_profit,15.19101123595505,3.379999999999999,14.0,20,0.6,15,20.0,runs/2025-08-04/VERB/run_2025-08-04_tf20_th0.6_baab702e/historical_data/2025-08-04/superduper_alerts_sent/bullish/green/superduper_alert_VERB_20250817_154940.json
